release_date,danceability,energy,valence,tempo,loudness,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity
1958-03-21,0.647,0.5820000000000001,0.915,0.7304056094206058,0.7252118410916694,0.9090909090909091,0.41,1.93e-06,0.0715,0.0755,0.050357184841510146,0.8961038961038961
1958-06-01,0.5710000000000001,0.737,0.753,0.41622437682423596,0.775888632111808,0.09090909090909091,0.376,0.0,0.111,0.0349,0.058158107226712406,0.2077922077922078
1958-09-19,0.61,0.6990000000000001,0.8590000000000001,0.2642600731371825,0.7471937933311324,0.0,0.8420000000000001,1.85e-06,0.501,0.17600000000000002,0.03537897813227209,0.5974025974025974
1958-11-12,0.596,0.6729999999999999,0.606,0.3650283490455263,0.6794321558270057,0.8181818181818182,0.644,9.96e-06,0.26899999999999996,0.0431,0.08184455253969111,0.22077922077922077
1959-01-01,0.716,0.44299999999999995,0.8190000000000001,0.47374777736773255,0.6797622977880489,0.09090909090909091,0.58,0.0,0.23800000000000002,0.0906,0.05189449351194013,0.18181818181818182
1959-01-23,0.6679999999999999,0.426,0.9229999999999999,0.28823430737746175,0.7089798613403764,0.18181818181818182,0.9329999999999999,0.00193,0.131,0.0499,0.042840848383783416,0.3246753246753247
1959-07-01,0.5920000000000001,0.6559999999999999,0.622,0.21628476532358173,0.5857818862110707,0.0,0.41,2.2100000000000002e-05,0.475,0.062,0.05902321213543385,0.2077922077922078
1959-07-24,0.721,0.528,0.785,0.46919851041701627,0.7071365687245516,0.6363636363636364,0.9059999999999999,0.00447,0.114,0.0797,0.054896035359461075,0.2987012987012987
1959-11-13,0.536,0.902,0.965,0.19412218606367634,0.7725597006712887,0.0,0.7709999999999999,0.205,0.413,0.0443,0.04416619273502508,0.4675324675324675
1960-01-01,0.523,0.457,0.8,0.36015030026503847,0.6259491581379993,0.7272727272727273,0.8079999999999999,0.0,0.129,0.0592,0.05692944039150309,0.36363636363636365
1960-05-01,0.627,0.7,0.856,0.7836414265105514,0.7219379333113238,0.2727272727272727,0.121,0.0111,0.188,0.0522,0.037533570473143395,0.6623376623376623
1960-09-23,0.257,0.502,0.848,0.9369879558492974,0.715280070430285,0.2727272727272727,0.899,3.8e-06,0.132,0.076,0.021163298310049785,0.24675324675324675
1960-10-01,0.534,0.695,0.963,0.4415942563827288,0.6634752943765819,0.0,0.504,0.000661,0.075,0.0375,0.053104551060025845,0.24675324675324675
1960-11-23,0.6579999999999999,0.551,0.9640000000000001,0.3474620055691616,0.6727742929459667,0.45454545454545453,0.825,0.0,0.225,0.0558,0.03459829584318453,0.3116883116883117
1961-01-01,0.5660000000000001,0.292,0.629,0.11814003422014958,0.5372510179377132,0.0,0.77,0.0,0.0698,0.0961,0.05144060846014503,0.23376623376623376
1961-03-12,0.374,0.42,0.562,0.2617640151642232,0.6417959722680753,0.5454545454545454,0.943,2.25e-06,0.307,0.0386,0.055755239762509186,0.15584415584415584
1961-05-19,0.501,0.35600000000000004,0.605,0.14591874391921356,0.624793661274348,0.0,0.905,6.42e-05,0.129,0.0287,0.053013774049666826,0.2987012987012987
1961-10-20,0.396,0.293,0.34299999999999997,0.28024960579729596,0.6007483217783647,0.18181818181818182,0.941,0.000196,0.105,0.0275,0.06664258049991807,0.961038961038961
1962-01-01,0.523,0.33899999999999997,0.51,0.2981246016036502,0.7284857488720149,0.45454545454545453,0.7140000000000001,4.42e-06,0.205,0.0259,0.06606750813929368,0.4805194805194805
1962-03-19,0.528,0.317,0.27699999999999997,0.2543429395779515,0.7088423021899417,0.8181818181818182,0.865,0.00215,0.102,0.0285,0.1282134494310778,0.5324675324675324
1962-06-01,0.517,0.256,0.0973,0.2418156808803301,0.6084516342027072,0.18181818181818182,0.7659999999999999,1.42e-05,0.0931,0.0277,0.04988514438764325,0.2597402597402597
1962-06-05,0.648,0.304,0.6409999999999999,0.31022243097259034,0.5559315505667437,0.45454545454545453,0.82,0.00010400000000000001,0.11699999999999999,0.036000000000000004,0.047766862850915554,0.2857142857142857
1962-10-01,0.565,0.7,0.9690000000000001,0.7048948233636394,0.8142126114229118,0.8181818181818182,0.41,0.0,0.0705,0.0422,0.047283021385701986,0.2597402597402597
1962-11-12,0.607,0.21899999999999997,0.615,0.48175931828094076,0.5337019918564982,0.36363636363636365,0.84,0.0,0.268,0.0794,0.047283021385701986,0.2077922077922078
1963-01-01,0.693,0.679,0.8270000000000001,0.49133425034387895,0.8099482777594366,0.0,0.769,0.00024900000000000004,0.159,0.0579,0.052729642007243095,0.35064935064935066
1963-01-04,0.499,0.342,0.721,0.6859596739021038,0.5748046660063827,0.18181818181818182,0.602,1.3000000000000001e-05,0.19,0.0377,0.05213051373887358,0.2077922077922078
1963-02-01,0.267,0.183,0.31,0.13397524071526826,0.5811048750962914,0.36363636363636365,0.938,0.0292,0.321,0.0291,0.046883602540122304,0.23376623376623376
1963-02-16,0.633,0.716,0.66,0.4899855738584897,0.7468086277099152,1.0,0.177,0.000146,0.217,0.0576,0.037624347483502414,0.33766233766233766
1963-03-15,0.7240000000000001,0.11599999999999999,0.45899999999999996,0.35324588183983635,0.44632441950038515,0.36363636363636365,0.8370000000000001,6.54e-05,0.0916,0.114,0.0269244612724849,0.19480519480519481
1963-03-22,0.6729999999999999,0.349,0.609,0.442251820042272,0.6460878177616375,0.36363636363636365,0.608,0.0,0.38,0.0368,0.03698255402026415,0.7532467532467533
1963-03-25,0.584,0.72,0.971,0.6763310631730803,0.81503796632552,0.7272727272727273,0.613,0.0,0.0758,0.0332,0.034707228255615355,0.2597402597402597
1963-05-10,0.495,0.534,0.508,0.6420035562116282,0.7148673929789809,0.36363636363636365,0.494,0.0,0.122,0.419,0.15998540305673428,0.15584415584415584
1963-05-27,0.6579999999999999,0.218,0.632,0.32334686483040903,0.5116099922966876,0.7272727272727273,0.8759999999999999,0.0018800000000000002,0.16,0.0377,0.032540834903397375,0.5844155844155844
1963-08-11,0.564,0.335,0.616,0.37850169423289837,0.6096071310663584,0.45454545454545453,0.89,0.0201,0.121,0.0384,0.04238696333198832,0.4805194805194805
1963-09-16,0.565,0.765,0.9640000000000001,0.6260811218841211,0.7548695939253879,0.7272727272727273,0.0954,0.8170000000000001,0.391,0.0316,0.03897964824816256,0.18181818181818182
1963-10-07,0.509,0.297,0.5479999999999999,0.2796859798034019,0.7030648178716848,0.7272727272727273,0.655,0.0,0.079,0.0273,0.04625406397328251,0.15584415584415584
1963-10-26,0.452,0.131,0.39399999999999996,0.7567417049686316,0.6362660944206008,0.9090909090909091,0.898,0.0,0.7120000000000001,0.0428,0.12067895757127925,0.22077922077922077
1963-11-15,0.586,0.6779999999999999,0.883,0.5195356795383635,0.6808627709915264,0.0,0.36,0.0,0.32899999999999996,0.0654,0.04463823318889198,0.22077922077922077
1963-11-22,0.49,0.579,0.879,0.40838058174254366,0.7042203147353362,0.09090909090909091,0.217,0.0,0.0644,0.0344,0.03950615490824487,0.7012987012987013
1964-01-01,0.594,0.767,0.972,0.27410339853054655,0.8529767800154067,0.18181818181818182,0.6709999999999999,0.0223,0.218,0.0266,0.05186408321346986,0.23376623376623376
1964-03-02,0.35100000000000003,0.579,0.929,0.6454993793404236,0.7797127764938923,0.5454545454545454,0.5710000000000001,7.950000000000001e-05,0.21600000000000003,0.033,0.039972294856438426,0.2597402597402597
1964-04-01,0.6890000000000001,0.447,0.888,0.5460126815848626,0.6775338395510069,0.7272727272727273,0.303,5.07e-06,0.0482,0.0375,0.046707949025077605,0.18181818181818182
1964-04-16,0.509,0.706,0.446,0.4259066662193445,0.7282656542313194,0.5454545454545454,0.0576,1.69e-06,0.516,0.0843,0.09519512745319197,0.44155844155844154
1964-05-18,0.46799999999999997,0.812,0.929,0.31734156406213304,0.7619126224276438,0.2727272727272727,0.578,1.34e-06,0.0765,0.0569,0.02198619190895429,0.33766233766233766
1964-05-30,0.585,0.94,0.9690000000000001,0.20055691616063345,0.7345658633212281,0.7272727272727273,0.154,0.0065,0.325,0.0407,0.053800810729479516,0.23376623376623376
1964-06-26,0.353,0.66,0.5589999999999999,0.28005502063273724,0.8197700011004732,0.6363636363636364,0.754,0.0,0.0793,0.034,0.05168252919275182,0.4025974025974026
1964-07-10,0.267,0.688,0.797,0.6200020129499783,0.8140475404423901,1.0,0.586,0.0,0.307,0.0388,0.042283931425230833,0.5974025974025974
1964-07-13,0.564,0.536,0.963,0.5678263495152146,0.7682128315175525,0.8181818181818182,0.157,0.00309,0.0632,0.0314,0.03488878227633339,0.2597402597402597
1964-08-01,0.5720000000000001,0.9079999999999999,0.946,0.15896265977790458,0.8745735666336524,0.45454545454545453,0.359,0.0,0.349,0.086,0.03393880086292626,0.19480519480519481
1964-08-08,0.589,0.368,0.32899999999999996,0.34860938705673167,0.7370419280290526,0.6363636363636364,0.7490000000000001,0.0,0.0797,0.0339,0.05001813270781921,0.37662337662337664
1964-08-14,0.48100000000000004,0.8759999999999999,0.7020000000000001,0.2208877109403831,0.7797678001540662,1.0,0.54,8.859999999999999e-05,0.31,0.0638,0.06785309193305558,0.14285714285714285
1964-10-01,0.35700000000000004,0.715,0.34,0.26417955513805486,0.7412787498624408,1.0,0.473,0.0,0.16899999999999998,0.0604,0.06549879016939444,0.36363636363636365
1964-10-02,0.5770000000000001,0.875,0.966,0.5906129432683599,0.8607351160999228,0.45454545454545453,0.0199,0.0252,0.13,0.0375,0.02452794819900681,0.2987012987012987
1964-10-17,0.525,0.55,0.336,0.6781494279867146,0.7281280950808847,0.09090909090909091,0.12300000000000001,5.8299999999999994e-05,0.273,0.0397,0.04084965466155834,0.2987012987012987
1964-10-19,0.665,0.62,0.9590000000000001,0.42010937028214856,0.6769285792890943,0.45454545454545453,0.8340000000000001,0.0,0.11199999999999999,0.134,0.040117538073012854,0.2077922077922078
1964-11-01,0.508,0.9129999999999999,0.932,0.33985976448485256,0.8076647958622207,0.45454545454545453,0.16899999999999998,0.9670000000000001,0.298,0.0316,0.06287851176538137,0.2727272727272727
1964-11-09,0.602,0.5529999999999999,0.971,0.48347032576240484,0.7307692307692307,1.0,0.10800000000000001,0.0,0.0512,0.0328,0.037811802009893786,0.5064935064935064
1964-12-04,0.631,0.424,0.589,0.4534975005871105,0.7370969516892263,0.5454545454545454,0.7959999999999999,0.000143,0.11800000000000001,0.0438,0.055870526565665136,0.5454545454545454
1965-01-01,0.556,0.7859999999999999,0.8220000000000001,0.7553863186499818,0.7547045229448662,0.36363636363636365,0.153,0.0,0.26,0.12,0.0555133190299024,0.3246753246753247
1965-01-15,0.457,0.5670000000000001,0.778,0.8044888784513706,0.7418564982942665,0.6363636363636364,0.625,0.757,0.13699999999999998,0.0383,0.04358521986872736,0.3246753246753247
1965-02-01,0.445,0.743,0.765,0.793545140403261,0.7738252448552877,0.6363636363636364,0.182,0.10400000000000001,0.23199999999999998,0.0799,0.09290119240141957,0.19480519480519481
1965-02-13,0.614,0.611,0.8759999999999999,0.12083738719092826,0.6897490921096071,0.8181818181818182,0.16399999999999998,9.59e-06,0.16399999999999998,0.0299,0.053891587739838535,0.24675324675324675
1965-03-01,0.541,0.57,0.54,0.16070050659241114,0.8234565863321228,0.7272727272727273,0.725,1.08e-06,0.695,0.0322,0.06896057145943561,0.09090909090909091
1965-03-05,0.47600000000000003,0.7490000000000001,0.507,0.4504646559532995,0.778529767800154,0.7272727272727273,0.695,0.0,0.38799999999999996,0.0369,0.05852121526814848,0.3246753246753247
1965-03-08,0.63,0.753,0.904,0.5547421746569599,0.8086001980851766,0.9090909090909091,0.772,0.000223,0.226,0.0305,0.042526306042889414,0.24675324675324675
1965-05-14,0.45799999999999996,0.621,0.696,0.2899184755258831,0.6710410476504898,0.36363636363636365,0.0627,0.00806,0.304,0.0262,0.058853913011114284,0.5584415584415584
1965-06-21,0.616,0.633,0.5670000000000001,0.4209212601066864,0.7391328271156598,0.6363636363636364,0.0688,0.0,0.295,0.0327,0.03718861783377912,0.2857142857142857
1965-07-05,0.519,0.5379999999999999,0.7609999999999999,0.3928406079108934,0.7872235061076263,1.0,0.556,0.0,0.11900000000000001,0.0311,0.04841455681982715,0.5064935064935064
1965-07-19,0.615,0.18,0.564,0.30724997483812533,0.5692197644987345,0.0,0.9540000000000001,0.0,0.136,0.051,0.04718588998461783,0.3246753246753247
1965-07-30,0.605,0.763,0.768,0.4424262757070488,0.7330252008363597,0.8181818181818182,0.00424,0.0255,0.0548,0.0396,0.059616439898130036,0.14285714285714285
1965-08-01,0.34600000000000003,0.32,0.38799999999999996,0.39049216626966826,0.6402553097832068,0.9090909090909091,0.8240000000000001,0.0,0.14400000000000002,0.0326,0.07024960500653367,0.19480519480519481
1965-08-06,0.7020000000000001,0.447,0.9440000000000001,0.23135505082698693,0.7091449323208979,0.6363636363636364,0.366,0.0,0.153,0.0308,0.052124159348148444,0.5974025974025974
1965-08-30,0.287,0.72,0.7090000000000001,0.7901633844398969,0.8161934631891713,0.0,0.7559999999999999,3.41e-06,0.263,0.0347,0.07269422989550205,0.5064935064935064
1965-09-01,0.373,0.899,0.7440000000000001,0.5826685006877579,0.8731704632992187,0.45454545454545453,0.434,9.93e-06,0.318,0.0381,0.061099282362344604,0.23376623376623376
1965-10-22,0.529,0.223,0.49700000000000005,0.28610058040057706,0.5554363376251787,1.0,0.628,6.88e-06,0.15,0.0337,0.11039709949296501,0.2987012987012987
1965-11-08,0.575,0.7509999999999999,0.8240000000000001,0.16584694870332475,0.8534444811268845,0.36363636363636365,0.0992,0.0,0.909,0.0763,0.03212053734543512,0.24675324675324675
1965-11-26,0.547,0.706,0.49200000000000005,0.36761163485087406,0.742104104765049,1.0,0.435,0.145,0.0457,0.0785,0.05354028070974913,0.2077922077922078
1965-12-03,0.5720000000000001,0.763,0.479,0.24556647767302978,0.7310443490701001,0.6363636363636364,0.396,0.20800000000000002,0.0958,0.0323,0.08605297473993521,0.19480519480519481
1965-12-04,0.188,0.871,0.535,0.7456033817559633,0.8293716298008142,0.36363636363636365,0.00646,0.779,0.301,0.0573,0.044565611580604764,0.24675324675324675
1965-12-06,0.52,0.321,0.39799999999999996,0.1495353440467005,0.6222625729063497,0.36363636363636365,0.237,0.0,0.0868,0.0259,0.050169730315118774,0.24675324675324675
1966-01-01,0.301,0.6990000000000001,0.5529999999999999,0.21139329687657263,0.750880378562782,0.0,0.44,0.0005269999999999999,0.0956,0.0478,0.11614646144405345,0.33766233766233766
1966-01-17,0.406,0.478,0.5760000000000001,0.14815311839500792,0.6696929679762298,1.0,0.5820000000000001,0.0,0.121,0.0339,0.05467227002892609,0.45454545454545453
1966-02-01,0.622,0.737,0.971,0.274150367363371,0.8168812589413448,0.6363636363636364,0.605,0.00123,0.511,0.026000000000000002,0.05098672340834994,0.16883116883116883
1966-03-01,0.502,0.8340000000000001,0.9690000000000001,0.49751400677693175,0.732832618025751,0.18181818181818182,0.513,0.00213,0.131,0.0318,0.04931007202701887,0.16883116883116883
1966-03-28,0.35700000000000004,0.278,0.359,0.3682759083436777,0.6875756575327391,0.6363636363636364,0.732,0.0066,0.17800000000000002,0.0297,0.05886616790751275,0.15584415584415584
1966-04-01,0.485,0.784,0.565,0.45179991277216763,0.7939639044789258,0.36363636363636365,0.436,0.031,0.309,0.0478,0.09413575974230222,0.15584415584415584
1966-04-15,0.733,0.48700000000000004,0.782,0.45931492602408835,0.6172554198305271,0.5454545454545454,0.307,0.172,0.0887,0.0417,0.0844167191282139,0.4025974025974026
1966-06-01,0.42700000000000005,0.9009999999999999,0.63,0.2659912101184286,0.8355342797402883,0.45454545454545453,0.4,0.00817,0.139,0.128,0.04917708370684291,0.44155844155844154
1966-06-16,0.209,0.135,0.0677,0.31025598013889355,0.5786563222185539,0.5454545454545454,0.289,0.0147,0.0809,0.0369,0.064855181165949,0.2987012987012987
1966-06-20,0.465,0.747,0.628,0.5165632234038986,0.715747771541763,0.8181818181818182,0.301,0.0,0.12,0.0473,0.17616822069343652,0.5714285714285714
1966-06-21,0.47600000000000003,0.38,0.237,0.328446338108498,0.5894134477825465,0.36363636363636365,0.675,0.000356,0.941,0.0544,0.22555091432874258,0.2727272727272727
1966-06-22,0.44299999999999995,0.332,0.139,0.5137048344348644,0.6236656762407835,0.18181818181818182,0.43700000000000006,0.00019099999999999998,0.207,0.0391,0.1440390595320173,0.23376623376623376
1966-06-23,0.675,0.342,0.6779999999999999,0.22451102090113062,0.6208869814020029,0.2727272727272727,0.81,0.00175,0.42700000000000005,0.0422,0.11006440174999921,0.2987012987012987
1966-06-27,0.654,0.607,0.927,0.41570771966316644,0.6126334323759216,0.18181818181818182,0.0237,0.0175,0.282,0.0428,0.11235198241104648,0.12987012987012986
1966-07-01,0.654,0.39799999999999996,0.784,0.11848223571644251,0.6132662044679212,0.8181818181818182,0.848,0.0022600000000000003,0.124,0.0329,0.050272308336824466,0.38961038961038963
1966-07-15,0.529,0.861,0.387,0.2548394672392391,0.6965170023109937,1.0,0.292,0.225,0.314,0.0784,0.048553899530728244,0.5454545454545454
1966-07-18,0.512,0.789,0.8290000000000001,0.6438219210252627,0.725789589523495,0.18181818181818182,0.682,0.0061,0.114,0.0598,0.046005788849950595,0.2857142857142857
1966-08-01,0.61,0.622,0.9640000000000001,0.5405978461435235,0.7622977880488611,0.6363636363636364,0.244,0.0121,0.361,0.0382,0.07210145601785765,0.2077922077922078
1966-08-05,0.29,0.247,0.36,0.7167510987351964,0.6540387366567624,0.6363636363636364,0.9209999999999999,0.00565,0.0917,0.0383,0.049630968758638,0.7402597402597403
1966-08-15,0.35200000000000004,0.369,0.478,0.21814338913677997,0.6699680862770991,0.8181818181818182,0.42100000000000004,2.74e-06,0.14800000000000002,0.0288,0.05220313534716079,0.35064935064935066
1966-09-01,0.408,0.124,0.23199999999999998,0.29228033683362964,0.5073731704632992,0.6363636363636364,0.759,0.0,0.133,0.0417,0.08413848759146351,0.2987012987012987
1966-10-10,0.473,0.32799999999999996,0.304,0.22698694937430805,0.5827555849015076,1.0,0.66,7.52e-06,0.127,0.0318,0.04362153067287097,0.5714285714285714
1966-10-24,0.177,0.128,0.214,0.12338712382997284,0.5144987344558161,0.09090909090909091,0.975,0.326,0.128,0.0362,0.04940084903737789,0.23376623376623376
1966-10-28,0.61,0.627,0.883,0.22920790418358106,0.7800154066248487,0.18181818181818182,0.152,0.0,0.131,0.0277,0.04249408020421196,0.22077922077922077
1966-11-01,0.54,0.418,0.645,0.3527963230113732,0.6819082205348299,0.6363636363636364,0.127,6.64e-05,0.22699999999999998,0.0272,0.062079674074222005,0.3116883116883117
1966-12-05,0.626,0.6679999999999999,0.6629999999999999,0.3340154997148321,0.6440244305051172,0.8181818181818182,0.626,0.0,0.14800000000000002,0.0417,0.05476894754495845,0.3116883116883117
1966-12-09,0.13,0.674,0.49700000000000005,0.8294762975140066,0.7222955871024541,0.8181818181818182,0.0864,0.000583,0.121,0.0538,0.06732658527297328,0.37662337662337664
1966-12-10,0.349,0.9359999999999999,0.45,0.5856409568222231,0.7370144161989655,0.18181818181818182,0.000808,0.00331,0.764,0.126,0.06282404555916596,0.22077922077922077
1967-01-01,0.629,0.33,0.677,0.3603180460965545,0.5282546494992847,0.45454545454545453,0.23,0.7070000000000001,0.124,0.0308,0.061383414404768334,0.35064935064935066
1967-01-04,0.396,0.7070000000000001,0.843,0.6057234877713289,0.7678276658963353,0.0,0.0257,0.0,0.11,0.0708,0.04748863131416516,0.5714285714285714
1967-01-20,0.643,0.816,0.585,0.5727849162948302,0.7391878507758335,0.36363636363636365,0.222,2.15e-06,0.0683,0.128,0.07318442575144074,0.22077922077922077
1967-02-01,0.598,0.85,0.9279999999999999,0.45482604757271783,0.7378947947617476,0.8181818181818182,0.823,0.0,0.258,0.0352,0.06085690774468603,0.23376623376623376
1967-02-06,0.593,0.601,0.711,0.2878451370483443,0.6722515681743149,0.8181818181818182,0.624,0.0,0.243,0.0291,0.033950601874272936,0.24675324675324675
1967-03-01,0.27,0.34299999999999997,0.192,0.32871473143892377,0.645014856388247,0.18181818181818182,0.124,0.0292,0.0648,0.0336,0.10781313189309555,0.2727272727272727
1967-03-12,0.509,0.581,0.836,0.44578790217063097,0.7597116760206889,0.6363636363636364,0.0386,0.7190000000000001,0.0621,0.0331,0.05695985068997336,0.22077922077922077
1967-05-12,0.43200000000000005,0.938,0.637,0.5366658838527865,0.8853857158578188,0.45454545454545453,0.26899999999999996,0.000697,0.192,0.139,0.08036216396052834,0.4935064935064935
1967-05-26,0.428,0.555,0.537,0.507370751836817,0.797457906899967,0.18181818181818182,0.0167,4.88e-05,0.312,0.0333,0.0626542925497946,0.22077922077922077
1967-06-01,0.493,0.33,0.195,0.6975676854430168,0.6697204798063167,0.36363636363636365,0.9179999999999999,0.000139,0.281,0.0384,0.11638838217666023,0.37662337662337664
1967-06-11,0.635,0.7559999999999999,0.727,0.483242191431543,0.7487619676460877,0.6363636363636364,0.425,0.000338,0.065,0.10099999999999999,0.09106159628649406,0.35064935064935066
1967-06-26,0.527,0.248,0.515,0.1265273257959539,0.6359909761197315,0.6363636363636364,0.0182,0.0,0.0986,0.027000000000000003,0.07772327626939167,0.35064935064935066
1967-07-10,0.424,0.5479999999999999,0.39299999999999996,0.21866675613111008,0.691564872895345,0.0,0.17600000000000002,0.8440000000000001,0.0709,0.0292,0.10389746555125928,0.38961038961038963
1967-07-14,0.37200000000000005,0.371,0.48200000000000004,0.304150031871708,0.6607516231979751,0.45454545454545453,0.488,0.0,0.6,0.0325,0.0474763764177667,0.2727272727272727
1967-08-05,0.251,0.41,0.282,0.4121649277015467,0.6954440409376033,0.36363636363636365,0.541,0.000425,0.162,0.0349,0.06942625752257738,0.4805194805194805
1967-08-07,0.5539999999999999,0.525,0.74,0.43364981380212697,0.6970397270826455,0.36363636363636365,0.10099999999999999,0.0,0.165,0.034,0.06911307683683876,0.19480519480519481
1967-09-01,0.649,0.341,0.535,0.4755191733485423,0.6298558380103444,0.6363636363636364,0.161,0.000805,0.0586,0.0819,0.13572388538313118,0.35064935064935066
1967-09-14,0.519,0.636,0.8759999999999999,0.37666319991948205,0.7777869483878066,0.18181818181818182,0.5920000000000001,0.0,0.0775,0.0316,0.05195486022382888,0.5194805194805194
1967-09-15,0.514,0.657,0.71,0.1482537658939176,0.7826290304831077,0.0,0.0855,0.0,0.257,0.0333,0.0662613170564102,0.5714285714285714
1967-09-18,0.619,0.11599999999999999,0.193,0.6102995940550878,0.6754704522944867,0.8181818181818182,0.8909999999999999,5.7999999999999994e-05,0.235,0.0386,0.04258667275477816,0.42857142857142855
1967-09-25,0.48700000000000004,0.55,0.634,0.46007313718254106,0.7922856828436227,0.45454545454545453,0.609,0.0,0.0992,0.038,0.03700706381306109,0.5194805194805194
1967-10-09,0.573,0.024,0.109,0.3824940450229812,0.25850115549686375,0.36363636363636365,0.9470000000000001,0.0071200000000000005,0.0992,0.0428,0.08629898043800815,0.3246753246753247
1967-10-23,0.6829999999999999,0.8029999999999999,0.8029999999999999,0.25208172576911464,0.6591284252228459,0.45454545454545453,0.486,0.00187,0.0567,0.175,0.06200705246593479,0.2987012987012987
1967-10-30,0.515,0.262,0.23199999999999998,0.3972758076961787,0.5867998239242873,0.9090909090909091,0.418,0.623,0.057999999999999996,0.0362,0.057813154587348134,0.3246753246753247
1967-11-01,0.499,0.72,0.532,0.30920253631697264,0.8497854077253219,0.6363636363636364,0.0147,1.37e-06,0.0654,0.0362,0.07030407121274909,0.15584415584415584
1967-11-10,0.5760000000000001,0.5589999999999999,0.8590000000000001,0.3185493340490489,0.7843897876086717,0.8181818181818182,0.19899999999999998,2.79e-06,0.0878,0.0337,0.049291916624947064,0.2727272727272727
1967-11-27,0.4,0.48,0.653,0.30124467406984945,0.7739077803455485,0.6363636363636364,0.34600000000000003,3.1e-05,0.155,0.0295,0.088441317882481,0.8181818181818182
1967-12-01,0.619,0.557,0.831,0.38598315831851576,0.6928304170793441,0.6363636363636364,0.40399999999999997,0.0,0.18100000000000002,0.0351,0.05053283835655485,0.45454545454545453
1967-12-08,0.441,0.54,0.5660000000000001,0.42415539973831645,0.783399361725542,0.09090909090909091,0.0878,0.00116,0.391,0.051,0.06928101430600295,0.2727272727272727
1967-12-15,0.397,0.7070000000000001,0.254,0.4891803938672124,0.7191592384725431,0.8181818181818182,0.0313,0.0,0.14800000000000002,0.0654,0.11285080208296928,0.3246753246753247
1967-12-18,0.535,0.596,0.76,0.4217264400979637,0.7876912072191042,0.6363636363636364,0.0857,0.00037200000000000004,0.33399999999999996,0.0304,0.0564937107417798,0.5844155844155844
1967-12-27,0.489,0.0998,0.248,0.4968296037843461,0.4874546054803566,1.0,0.97,0.0028,0.556,0.0374,0.10599123729519004,0.4805194805194805
1967-12-28,0.524,0.27399999999999997,0.29600000000000004,0.4361391619418258,0.7186640255309783,0.8181818181818182,0.336,1.34e-06,0.135,0.0297,0.09083783095595908,0.23376623376623376
1967-12-31,0.613,0.555,0.556,0.461146710504244,0.7179762297788048,0.8181818181818182,0.58,1.64e-06,0.11900000000000001,0.07200000000000001,0.05952566288777102,0.6363636363636364
1968-01-01,0.43799999999999994,0.7490000000000001,0.5670000000000001,0.45818096420303955,0.6900792340706504,1.0,0.038,0.8290000000000001,0.0762,0.0852,0.07719086910363603,0.14285714285714285
1968-01-15,0.301,0.302,0.0386,0.15806354212097837,0.6382744580169473,0.09090909090909091,0.00979,1.83e-05,0.165,0.0301,0.08929462177985577,0.23376623376623376
