,influencer_id,influencer_name,influencer_main_genre,influencer_active_start
241,803757,Gene Watson,Country,1970
242,96944,Chris Hillman,Country,1960
243,322339,Peter Rowan,Country,1970
244,46214,Aunt Molly Jackson,Country,1930
245,290414,Rose Maddox,Country,1950
246,947752,Hank Williams III,Country,1990
247,118791,LeAnn Rimes,Country,1990
248,199229,Johnny Bond,Country,1930
249,176360,Charlie Robison,Country,1990
250,523661,Stonewall Jackson,Country,1950
251,267435,Di?3medes D?-az,Country,1990
252,107466,Chris LeDoux,Country,1970
253,72716,The Kentucky Headhunters,Country,1980
254,630603,The Browns,Country,1950
255,579823,Holly Dunn,Country,1970
256,243418,Wayne Hancock,Country,1990
257,749273,Paul Overstreet,Country,1980
258,807869,Joe Nichols,Country,1990
259,134761,Pat Green,Country,1990
260,1009342,Jake Owen,Country,2000
261,825883,Dierks Bentley,Country,2000
262,124825,Cory Morrow,Country,1990
263,812239,Wade Bowen,Country,2000
264,399733,Nickel Creek,Country,1980
265,503242,Miranda Lambert,Country,2000
266,318882,Jason Aldean,Country,2000
267,331400,Ronnie Dunn,Country,1980
268,676818,Darryl Worley,Country,1990
269,46814,Blake Shelton,Country,1990
270,130037,Cross Canadian Ragweed,Country,1990
271,861252,Carrie Underwood,Country,2000
272,1028746,Colt Ford,Country,2000
273,1599476,Easton Corbin,Country,2000
